"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2018,"Article 361-2","XVI",52,25,0,0,0,0,23,0,0,0,0,1,0,0,13,13,29
2018,"Article 362","XVI",1070,960,0,193,0,0,740,1,0,0,59,2,0,0,20,20,136
2018,"Article 363","XVI",12,1,0,0,0,0,1,0,0,0,0,0,0,0,6,6,11
2018,"Article 363-1","XVI",10,8,0,0,0,0,8,0,0,0,0,0,0,0,1,1,2
2018,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 364","XVII",3589,301,3,4,0,13,250,1,0,0,10,7,0,0,1259,1256,3315
2018,"Article 364-1","XVII",244,35,0,0,0,0,29,0,0,0,3,0,0,0,80,80,215
2018,"Article 365","XVII",2159,34,0,0,0,0,24,0,0,0,1,8,1,0,1479,1462,2118
2018,"Article 365-2","XVII",308,24,0,5,0,1,13,0,0,0,1,0,0,0,69,68,288
2018,"Article 366","XVII",6644,3762,7,185,0,3,3058,262,0,0,285,159,0,0,1352,1344,3121
2018,"Article 366-1","XVII",1541,618,0,1,0,0,525,74,0,0,10,0,0,0,777,777,941
2018,"Article 367","XVII",1940,273,0,2,0,0,238,10,0,0,2,4,0,0,1075,1068,1683
2018,"Article 368","XVII",2189,659,9,4,0,0,429,0,0,0,14,65,0,0,631,629,1745
2018,"Article 368-2","XVII",73,4,0,0,0,0,0,0,0,0,0,0,0,0,33,32,72
2018,"Article 368-3","XVII",66,29,0,0,0,0,18,0,0,0,2,2,0,0,11,11,48
2018,"Article 368-4","XVII",31,18,0,0,0,0,14,0,0,0,0,0,0,0,7,7,17
2018,"Article 369","XVII",785,486,3,3,0,0,424,9,0,0,52,12,44,0,400,400,346
2018,"Article 369-2","XVII",285,209,1,1,0,0,173,1,1,0,6,11,0,0,47,47,108
2018,"Article 369-3","XVII",3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 370","XVII",52,2,0,0,0,0,0,0,0,0,0,0,0,0,24,24,52
2018,"Others","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 371","XVIII",142,4,0,0,0,0,2,0,0,0,0,2,0,0,60,59,139
2018,"Article 372","XVIII",113,1,0,0,0,0,0,0,0,0,0,0,0,0,49,49,113
2018,"Article 373","XVIII",45,1,0,0,0,0,0,0,0,0,0,0,0,0,31,31,45
2018,"Article 374","XVIII",90,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,89
2018,"Article 375","XVIII",295,1,0,1,0,0,1,0,0,0,0,0,0,0,163,162,292
2018,"Article 376","XVIII",202,2,0,1,0,0,1,0,0,0,0,0,0,0,68,68,200
2018,"Article 376-1","XVIII",83,26,0,0,0,0,26,0,0,0,0,0,0,0,22,22,57
2018,"Article 377","XVIII",24,3,0,0,0,0,3,0,0,0,2,0,1,0,7,7,21
2018,"Article 378","XVIII",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2018,"Article 379","XVIII",2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
2018,"Article 380","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,"Article 381","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 382","XVIII",3891,79,0,3,0,0,71,0,3,0,21,6,4,0,2734,2725,3805
2018,"Article 383","XVIII",650,143,1,0,0,0,133,2,0,0,18,0,12,0,380,379,513
2018,"Article 384","XVIII",777,132,1,7,0,0,112,2,0,0,13,2,3,0,303,302,654
2018,"Article 385","XVIII",43,5,0,0,0,0,3,0,0,0,0,0,0,0,20,20,40
2018,"Article 386","XVIII",72,13,0,0,0,1,11,0,0,0,6,2,1,0,55,55,60
2018,"Article 387","XVIII",64,1,0,0,0,0,1,0,0,0,0,0,0,0,51,51,63
2018,"Article 388","XVIII",615,26,0,1,0,1,20,1,0,0,0,0,0,0,200,200,592
2018,"Article 389","XVIII",1020,764,0,3,0,0,749,0,1,0,666,0,2,3,546,545,266
2018,"Article 389-1","XVIII",18,8,0,0,0,0,8,0,0,0,7,0,0,0,31,31,10
2018,"Article 390","XVIII",44,39,0,4,0,0,35,0,0,0,33,1,2,0,12,12,5
2018,"Article 391","XVIII",122,98,0,0,0,0,97,0,0,0,92,1,0,0,29,29,25
2018,"Article 392","XVIII",4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
2018,"Article 393","XVIII",44,38,0,1,0,0,32,0,0,0,26,4,1,0,12,12,11
2018,"Article 394","XVIII",18,16,0,2,0,0,2,0,12,0,6,0,0,0,3,3,2
2018,"Article 395","XVIII",662,551,0,12,0,0,529,0,2,0,479,2,6,0,349,348,118
2018,"Article 396","XVIII",257,41,0,0,0,0,34,2,0,1,13,0,2,2,98,98,220
2018,"Article 397","XVIII",153,1,0,0,0,0,1,0,0,0,0,0,0,0,84,84,152
2018,"Article 398","XVIII",38,2,0,0,0,0,2,0,0,0,0,0,0,0,25,25,36
2018,"Article 399","XVIII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
2018,"Article 400","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Others","XVIII",17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17
2018,"Article 402","XIX",20,14,0,0,0,0,14,0,0,0,0,0,0,0,7,7,6
2018,"Article 403","XIX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2018,"Article 404","XIX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2018,"Article 405","XIX",18,6,0,0,0,0,6,0,0,0,0,0,3,0,6,6,12
2018,"Article 406","XIX",59,21,0,0,0,0,19,1,0,0,0,1,3,0,9,9,39
2018,"Article 407","XIX",2790,1557,0,143,0,0,1382,0,0,0,68,1,2,0,104,104,1265
2018,"Article 408","XIX",202,64,0,20,0,0,48,0,0,0,0,0,0,0,3,3,134
2018,"Article 409","XIX",23,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,20
2018,"Article 410","XIX",132,22,0,0,0,0,16,1,0,0,1,4,0,0,37,37,115
2018,"Article 411","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 412","XIX",8,2,0,0,0,0,2,0,0,0,0,0,1,0,3,3,6
2018,"Article 413","XIX",74,22,0,1,0,0,21,0,0,0,0,0,0,0,13,13,52
2018,"Article 414","XIX",53,10,0,0,0,0,10,0,0,0,0,0,2,0,18,18,43
2018,"Article 415","XIX",36,10,0,0,0,0,10,0,0,0,0,1,3,0,9,9,26
2018,"Article 416","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 417","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 418","XIX",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2018,"Article 419","XIX",23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23
2018,"Article 420","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 421","XIX",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,"Article 422","XIX",11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
2018,"Article 425","XIX",138,2,0,0,0,0,1,0,0,0,0,0,0,0,18,18,137
2018,"Article 426","XIX",17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17
2018,"Article 426-1","XIX",77,6,0,0,0,0,4,0,0,0,1,0,1,0,14,14,73
2018,"Article 427","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 429","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 433","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 436","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 436-1","XX",38,3,0,0,0,0,3,0,0,0,0,0,0,0,22,22,35
2018,"Article 437","XX",4,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2
2018,"Article 438","XX",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
2018,"Article 439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 441","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 442","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2018,"Article 443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 445","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 447","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
