"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2019,"Article 361-1","XVI",191,152,0,0,0,0,149,0,0,0,3,1,0,1,12,12,42
2019,"Article 361-2","XVI",57,24,0,0,0,1,20,0,0,0,0,1,0,5,2,2,36
2019,"Article 362","XVI",762,598,0,33,0,0,428,2,0,0,69,1,0,0,66,27,260
2019,"Article 363","XVI",7,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6
2019,"Article 363-1","XVI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
2019,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 364","XVII",4371,153,1,6,0,10,108,3,0,0,8,4,0,0,1134,1110,4219
2019,"Article 364-1","XVII",261,36,0,1,0,0,29,0,0,0,2,2,0,0,74,72,229
2019,"Article 365","XVII",2599,23,0,0,0,0,15,0,0,0,0,2,0,0,1092,1076,2568
2019,"Article 365-2","XVII",472,40,0,5,0,0,18,0,0,0,2,0,0,0,90,90,449
2019,"Article 366","XVII",5534,2572,3,58,0,1,2138,31,0,0,196,130,0,0,1052,931,3182
2019,"Article 366-1","XVII",1118,416,0,6,0,4,375,24,0,0,2,0,0,0,580,574,703
2019,"Article 367","XVII",2478,198,0,2,0,0,145,8,0,0,8,0,0,0,884,875,2314
2019,"Article 368","XVII",1744,492,2,1,0,1,343,0,0,0,9,62,0,0,737,734,1394
2019,"Article 368-2","XVII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5
2019,"Article 368-3","XVII",68,46,0,0,0,0,44,0,0,0,1,14,0,0,9,9,24
2019,"Article 368-4","XVII",49,33,0,0,0,0,29,0,0,0,0,23,0,0,9,9,20
2019,"Article 369","XVII",1121,685,0,3,0,8,608,3,1,0,78,19,87,0,498,498,498
2019,"Article 369-2","XVII",193,146,1,0,0,0,121,0,0,0,8,11,0,0,41,41,71
2019,"Article 369-3","XVII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2019,"Article 370","XVII",55,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,55
2019,"Others","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 371","XVIII",165,2,0,0,0,0,0,0,0,0,0,0,0,0,53,53,165
2019,"Article 372","XVIII",185,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,185
2019,"Article 373","XVIII",58,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,58
2019,"Article 374","XVIII",120,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,118
2019,"Article 375","XVIII",408,3,0,0,0,0,2,0,0,0,0,0,0,0,190,185,401
2019,"Article 376","XVIII",168,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,168
2019,"Article 376-1","XVIII",34,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,34
2019,"Article 377","XVIII",34,5,0,0,0,0,4,0,0,0,3,0,0,0,11,11,30
2019,"Article 378","XVIII",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2019,"Article 379","XVIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,"Article 380","XVIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2019,"Article 381","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 382","XVIII",4212,97,0,3,0,0,86,0,0,0,15,4,5,0,4667,4646,4102
2019,"Article 383","XVIII",703,150,0,0,0,0,142,2,0,0,29,0,22,2,366,364,557
2019,"Article 384","XVIII",902,127,0,1,0,0,115,2,0,0,24,0,5,2,277,269,776
2019,"Article 385","XVIII",48,5,0,0,0,0,5,0,0,0,0,0,0,0,15,13,41
2019,"Article 386","XVIII",96,2,0,0,0,0,1,0,0,0,0,0,0,0,33,30,92
2019,"Article 387","XVIII",97,1,0,0,0,0,1,0,0,0,0,0,0,0,38,38,96
2019,"Article 388","XVIII",523,20,0,2,0,0,17,0,0,0,4,1,0,0,146,146,504
2019,"Article 389","XVIII",1016,696,0,2,0,0,675,0,3,0,597,0,6,1,539,538,335
2019,"Article 389-1","XVIII",20,11,0,0,0,0,9,0,0,0,8,0,0,0,21,21,11
2019,"Article 390","XVIII",39,28,0,2,0,0,26,0,0,0,25,0,0,0,6,6,11
2019,"Article 390-1","XVIII",39,19,0,0,0,0,19,0,0,0,3,0,2,0,25,25,20
2019,"Article 391","XVIII",134,115,0,0,0,0,111,0,0,0,105,0,0,0,33,33,23
2019,"Article 392","XVIII",6,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,4
2019,"Article 393","XVIII",34,27,0,0,0,0,24,0,0,0,19,2,0,0,4,4,10
2019,"Article 394","XVIII",20,17,0,0,0,0,12,0,3,0,2,11,0,0,9,9,5
2019,"Article 395","XVIII",639,520,0,14,0,0,495,0,0,0,433,0,3,0,288,286,128
2019,"Article 396","XVIII",230,27,0,0,0,0,21,0,0,0,2,0,3,1,87,83,205
2019,"Article 397","XVIII",165,0,0,0,0,0,0,0,0,0,0,0,0,0,79,77,163
2019,"Article 398","XVIII",55,2,0,0,0,0,2,0,0,0,0,1,0,0,14,14,53
2019,"Article 399","XVIII",7,1,0,0,0,0,1,0,0,0,1,0,0,0,5,5,6
2019,"Article 400","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Others","XVIII",145,108,0,0,0,0,107,1,0,0,26,0,1,0,54,54,37
2019,"Article 402","XIX",18,7,0,0,0,0,6,0,0,0,0,0,0,0,1,1,12
2019,"Article 403","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 404","XIX",3,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
2019,"Article 405","XIX",20,10,0,0,0,0,9,0,0,0,0,1,6,0,0,0,11
2019,"Article 406","XIX",70,31,0,0,0,0,29,0,0,0,0,3,1,0,14,14,41
2019,"Article 407","XIX",2464,1424,1,88,0,0,1330,0,0,0,41,8,0,0,103,102,1044
2019,"Article 408","XIX",189,94,0,7,0,0,87,0,0,0,1,0,0,0,17,17,95
2019,"Article 409","XIX",14,6,1,0,0,0,5,0,0,0,0,0,0,0,9,9,8
2019,"Article 410","XIX",236,24,0,1,0,0,19,0,0,0,0,1,0,0,45,43,214
2019,"Article 411","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 412","XIX",17,1,0,0,0,0,1,0,0,0,0,0,0,0,6,6,16
2019,"Article 413","XIX",94,17,0,0,0,0,16,1,0,0,0,0,0,0,10,10,77
2019,"Article 414","XIX",67,16,0,0,0,0,16,0,0,0,0,0,2,0,17,17,51
2019,"Article 415","XIX",24,4,0,0,0,0,3,0,0,0,0,0,0,0,6,6,21
2019,"Article 416","XIX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019,"Article 417","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 418","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2019,"Article 419","XIX",22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22
2019,"Article 420","XIX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2019,"Article 421","XIX",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019,"Article 422","XIX",6,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,4
2019,"Article 425","XIX",193,4,0,0,0,0,4,0,0,0,0,0,0,0,47,47,189
2019,"Article 426","XIX",28,1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,27
2019,"Article 426-1","XIX",139,16,0,1,0,0,14,0,0,0,0,0,1,0,31,31,124
2019,"Article 427","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019,"Article 428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 429","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2019,"Article 430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 433","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 436","XX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 436-1","XX",31,6,0,0,0,0,5,0,0,0,0,0,0,1,19,19,26
2019,"Article 437","XX",6,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4
2019,"Article 438","XX",12,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,9
2019,"Article 439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 441","XX",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2019,"Article 442","XX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
2019,"Article 443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 445","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 447","XX",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
